unique_id,date,headline,source,url
2020-03-31_te_0001,2020-03-31,"Pembatasan, Karantina, atau Darurat Sipil...",Tempo,https://koran.tempo.co/read/cover-story/451410/pembatasan-karantina-atau-darurat-sipil
2020-03-31_te_0002,2020-03-31,Pusat Terus Mengulur Opsi Karantina,Tempo,https://koran.tempo.co/read/berita-utama/451411/pusat-terus-mengulur-opsi-karantina
2020-03-31_te_0003,2020-03-31,Pemerintah Menjamin Pasokan Logistik,Tempo,https://koran.tempo.co/read/berita-utama/451412/pemerintah-menjamin-pasokan-logistik
2020-03-31_te_0004,2020-03-31,Daerah Mengklaim Sudah Lakukan Pembatasan Sosial Skala Besar,Tempo,https://koran.tempo.co/read/berita-utama/451413/daerah-mengklaim-sudah-lakukan-pembatasan-sosial-skala-besar
2020-03-31_te_0005,2020-03-31,Sekolah Rumuskan Metode Penilaian Belajar dari Rumah,Tempo,https://koran.tempo.co/read/nasional/451441/sekolah-rumuskan-metode-penilaian-belajar-dari-rumah
2020-03-31_te_0006,2020-03-31,Eropa Terancam Retak karena Covid-19,Tempo,https://koran.tempo.co/read/internasional/451422/eropa-terancam-retak-karena-covid-19
2020-03-31_te_0007,2020-03-31,Kapitalisme Rakus dan Wabah Corona,Tempo,https://koran.tempo.co/read/opini/451417/kapitalisme-rakus-dan-wabah-corona
2020-03-31_te_0008,2020-03-31,Korban Corona di Kos-kosan Tak Terdata di Puskesmas,Tempo,https://koran.tempo.co/read/metro/451437/korban-corona-di-kos-kosan-tak-terdata-di-puskesmas
2020-03-31_te_0009,2020-03-31,Tiada Kata Berpisah bagi Korban Corona,Tempo,https://koran.tempo.co/read/internasional/451419/tiada-kata-berpisah-bagi-korban-corona
2020-03-31_te_0010,2020-03-31,Lockdown dan Urgensi Peraturan Pemerintah,Tempo,https://koran.tempo.co/read/opini/451416/lockdown-dan-urgensi-peraturan-pemerintah
2020-03-31_te_0011,2020-03-31,Darurat Bencana Bukan Darurat Sipil,Tempo,https://koran.tempo.co/read/editorial/451418/darurat-bencana-bukan-darurat-sipil
2020-03-31_te_0012,2020-03-31,Tugas Tambahan Fasilitas Kesehatan Tingkat Pertama,Tempo,https://koran.tempo.co/read/metro/451435/tugas-tambahan-fasilitas-kesehatan-tingkat-pertama
2020-03-31_te_0013,2020-03-31,Garam Berlebihan Ganggu Imun Tubuh,Tempo,https://koran.tempo.co/read/kesehatan/451432/garam-berlebihan-ganggu-imun-tubuh
2020-03-31_te_0014,2020-03-31,Bilik Disinfektan Tak Efektif Cegah Covid-19,Tempo,https://koran.tempo.co/read/ilmu-dan-teknologi/451414/bilik-disinfektan-tak-efektif-cegah-covid-19
2020-03-31_te_0015,2020-03-31,Gaji ASN Jawa Barat Dipotong untuk Penanggulangan Corona,Tempo,https://koran.tempo.co/read/peristiwa/451430/gaji-asn-jawa-barat-dipotong-untuk-penanggulangan-corona
2020-03-31_te_0016,2020-03-31,Jiwa-jiwa Sosial yang Tumbuh di Masa Sulit,Tempo,https://koran.tempo.co/read/metro/451433/jiwa-jiwa-sosial-yang-tumbuh-di-masa-sulit
2020-03-31_te_0017,2020-03-31,Waktu Tunggu Kereta MRT Menjadi 20 Menit,Tempo,https://koran.tempo.co/read/peristiwa/451431/waktu-tunggu-kereta-mrt-menjadi-20-menit
2020-03-31_te_0018,2020-03-31,Permintaan Beras Mulai Meningkat,Tempo,https://koran.tempo.co/read/ekonomi-dan-bisnis/451420/permintaan-beras-mulai-meningkat
2020-03-31_te_0019,2020-03-31,Proyek Kereta Cepat Jakarta-Bandung Terus Berjalan,Tempo,https://koran.tempo.co/read/peristiwa/451428/proyek-kereta-cepat-jakarta-bandung-terus-berjalan
2020-03-31_te_0020,2020-03-31,Pengusaha Bus Berharap Pemerintah Kucurkan Bantuan Tunai,Tempo,https://koran.tempo.co/read/peristiwa/451429/pengusaha-bus-berharap-pemerintah-kucurkan-bantuan-tunai
2020-03-31_te_0021,2020-03-31,Permintaan Adopsi Hewan Piaraan Meningkat,Tempo,https://koran.tempo.co/read/parameter/451424/permintaan-adopsi-hewan-piaraan-meningkat
2020-03-31_te_0022,2020-03-31,Penundaan Pilkada Timbulkan Sejumlah Persoalan,Tempo,https://koran.tempo.co/read/nasional/451445/penundaan-pilkada-timbulkan-sejumlah-persoalan
