unique_id,date,source,headline,url
2021-12-12_te_0000,2021-12-12,Tempo,Disabilitas Bukan Pembatas,https://koran.tempo.co/read/cover-story/470273/kisah-penyandang-disabilitas-membangun-solidaritas
2021-12-12_te_0001,2021-12-12,Tempo,Inspirasi dari Kaum Difabel,https://koran.tempo.co/read/topik/470262/kisah-inspiratif-dari-penyandang-disabilitas
2021-12-12_te_0002,2021-12-12,Tempo,Memberdayakan dengan Menyediakan Pekerjaan,https://koran.tempo.co/read/topik/470270/pembuka-lapangan-kerja-bagi-disabilitas
2021-12-12_te_0003,2021-12-12,Tempo,Solidaritas bagi Penyandang Disabilitas,https://koran.tempo.co/read/topik/470268/gerakan-komunitas-membantu-penyandang-disabilitas
2021-12-12_te_0004,2021-12-12,Tempo,Hak dan Akses Penyandang Disabilitas,https://koran.tempo.co/read/topik/470239/ragam-penyandang-disabilitas
2021-12-12_te_0005,2021-12-12,Tempo,Legenda Semeru,https://koran.tempo.co/read/cari-angin/470266/legenda-semeru
2021-12-12_te_0006,2021-12-12,Tempo,Andiani: Kawasan Semeru Butuh Pemetaan Ulang,https://koran.tempo.co/read/tamu/470272/cerita-kepala-pusat-vulkanologi-andiani-perihal-pentingnya-pemetaan-ulang-di-kawasan-gunung-semeru
2021-12-12_te_0007,2021-12-12,Tempo,Penjaga Ciliwung dari Balekambang,https://koran.tempo.co/read/profil/470242/anak-anak-penjaga-sungai-ciliwung
2021-12-12_te_0008,2021-12-12,Tempo,Agar Anak Difabel Mandiri dan Berprestasi,https://koran.tempo.co/read/gaya-hidup/470271/mendukung-anak-berkebutuhan-khusus
2021-12-12_te_0009,2021-12-12,Tempo,Sepak Terjang Jagoan dari Bojongsoang,https://koran.tempo.co/read/film/470254/film-seperti-dendam-rindu-harus-dibayar-tuntas-sepak-terjang-jagoan-dari-bojongsoang
2021-12-12_te_0010,2021-12-12,Tempo,Pabrik Darah,https://koran.tempo.co/read/cerpen/470243/pabrik-darah
2021-12-12_te_0011,2021-12-12,Tempo,Puisi Gilang Perdana,https://koran.tempo.co/read/puisi/470240/puisi-gilang-perdana
